guid,verb,verb_hiragana,verb_romaji,verb_1,verb_1_hiragana,verb_1_romaji,verb_2,verb_2_hiragana,verb_2_romaji,transitivity,pattern,meaning,meaning_en,meaning_ko,nlb_link,structure
"jSPTw%F,j@",ずり落とす,ずりおとす,zuriotosu,ずる,ずる,zuru,落とす,おとす,otosu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>すべり落とす。</p><ul><li><p>彼は帽子をずり落とした。 (Kare wa bōshi o zuriotoshita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To slide something down.</p><ul><li><p>He slid his hat off.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>미끄러져 떨어뜨리다.</p><ul><li><p>그 남자는 모자를 놓쳐 떨어뜨렸다.</p></li></ul></li></ol>",,VV
qC9T(L{]*D,ずり下りる,ずりおりる,zurioriru,ずる,ずる,zuru,下りる,おりる,oriru,自,N1ガ|N2ニ/ヘ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>ずって下におりる。</p><ul><li><p>役者は舞台袖にずり下りた。 (Yakusha wa butai sode ni zuriorita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To go down by dragging.</p><ul><li><p>The actors crept down into the wings of the stage.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>미끄러져 아래로 내려오다.</p><ul><li><p>배우는 무대 옆 공간으로 미끄러져 내려왔다.</p></li></ul></li></ol>",,VV
fP]P{`kgTd,すり下ろす,すりおろす,suriorosu,擦る,する,suru,下ろす,おろす,orosu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>すって、細かくする。</p><ul><li><p>彼女はりんごをすり下ろした。 (Kanojo wa ringo o surioroshita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To grate and make fine.</p><ul><li><p>She grated the apples.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>갈아서, 곱게 만들다.</p><ul><li><p>그 여자는 사과를 갈았다.</p></li></ul></li></ol>",V.03381,VV
g!BvTEG7Gk,ずり下ろす,ずりおろす,zuriorosu,ずる,ずる,zuru,下ろす,おろす,orosu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>ずらせて下ろす。</p><ul><li><p>彼は衣装をずり下ろした。 (Kare wa ishō o zurioroshita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To drag down.</p><ul><li><p>He tugged on his costume to remove it.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>끌어 내리다.</p><ul><li><p>그는 의상을 끌어 내렸다.</p></li></ul></li></ol>",V.10859,VV
r!s;UGs{X{,すり替える,すりかえる,surikaeru,する,する,suru,替える,かえる,kaeru,他,N1ガ|N2ヲ|N3ニ：N1ガ|N2ヲ|N3ト,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>気づかれないようにこっそりと取り替える。</p><ul><li><p>彼は表紙を新しい表紙にすり替えた。 (Kare wa hyōshi o atarashii hyōshi ni surikaeta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To exchange secretly so that nobody notices.</p><ul><li><p>He swapped the cover page for another.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>눈치 채지 못하도록 몰래 교환하다.</p><ul><li><p>그 남자는 표지를 새 표지로 바꿔쳤다.</p></li></ul></li></ol>",V.04315,pV
vEU|VgYqFe,擦り切れる,すりきれる,surikireru,擦る,する,suru,切れる,きれる,kireru,自,N1ガ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>摩擦で（擦れて）切れる（ぼろぼろになる）。</p><ul><li><p>雑巾が擦り切れた。 (Zōkin ga surikireta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To be cut (become shabby) through friction (rubbing).</p><ul><li><p>The rag is threadbare.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>마찰로 (닳아서) 끊어지다 (너덜너덜해 지다).</p><ul><li><p>걸레가 닳아 떨어졌다.</p></li></ul></li></ol>",V.05158,VV
j.&JCmx?bG,擦り消す,すりけす,surikesu,擦る,する,suru,消す,けす,kesu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>擦って消す。</p><ul><li><p>彼は落書きのあとを擦り消した。 (Kare wa rakugaki no ato o surikeshita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To rub and erase.</p><ul><li><p>He rubbed out the vestiges of graffiti.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>문질러 지우다.</p><ul><li><p>그는 낙서의 흔적을 문질러 지웠다.</p></li></ul></li></ol>",V.22165,VV
Y97iG0aTJ,刷り込む,すりこむ,surikomu,刷る,する,suru,込む,こむ,komu,他,N1ガ|N2ヲ|N3ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>印刷して（文字などを）入れる。</p><ul><li><p>彼らは絵を本に刷り込んだ。 (Karera wa e o hon ni surikonda.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To print and put in (words).</p><ul><li><p>They printed the pictures into the book.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>인쇄하여 (문자 등을) 넣다.</p><ul><li><p>그들은 그림을 책에 인쇄해 넣었다.</p></li></ul></li></ol>",V.05930,VV
Iisp*V>9%S,擦り込む,すりこむ,surikomu,"擦る,摺る,摩る",する,suru,込む,こむ,komu,他,N1ガ|N2ヲ|N3ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>こすって、染みこませる。</p><ul><li><p>彼女は薬を傷口に擦り込んだ。 (Kanojo wa kusuri o kizuguchi ni surikonda.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To rub and soak something in.</p><ul><li><p>She rubbed the medicine into the wound.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>문질러 스며들게 하다.</p><ul><li><p>그녀는 약을 상처에 문질러 발랐다.</p></li></ul></li></ol>",V.05930,VV
wPI~h5Nfw6,ずり下がる,ずりさがる,zurisagaru,ずる,ずる,zuru,下がる,さがる,sagaru,自,N1ガ|N2ニ/ヘ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>ずって下がる。</p><ul><li><p>役者は舞台袖にずり下がった。 (Yakusha wa butai sode ni zurisagatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To go down dragging.</p><ul><li><p>The actors crept down into the wings of the stage.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>미끄러져 내려가다.</p><ul><li><p>배우는 무대 옆 공간으로 미끄러져 내려왔다.</p></li></ul></li></ol>",V.12388,VV
Fa7?1ORPvM,刷り出す,すりだす,suridasu,刷る,する,suru,出す,だす,dasu,他,(1)N1ガ|N2ヲ；(2)N1ガ|N2ヲ,"<ol style=""""><li><p>《まれ》印刷して作り出す。</p><ul><li><p>１時間に18万部の新聞を刷り出す輪転機 (1jikan ni 18manbu no shinbun o suridasu rintenki)</p></li></ul></li><li><p>《まれ》刷って、模様や文字を表に出す。</p><ul><li><p>ステンシル(stencil)とは、図や文字を切り抜いた型の上から色を塗って、その図や文字を刷り出す（プリントする）技術です (Sutenshiru to wa, zu ya moji o kirinuita kata no ue kara iro o nutte, sono zu ya moji o suridasu (purinto suru) gijutsu desu.)</p></li></ul></li></ol>","<ol style=""""><li><p>(Rare) To create by printing.</p><ul><li><p>A rotary press that can print 180,000 copies of the newspaper in an hour.</p></li></ul></li><li><p>(Rare) To bring to the fore patterns or words by printing.</p><ul><li><p>A stencil is a tool for printing pictures or words by applying color to a template in which those pictures or words have been cut out.</p></li></ul></li></ol>","<ol style=""""><li><p>인쇄하여 만들어 내다.</p><ul><li><p>1시간에 18만부의 신문을 찍어 내는 윤전 인쇄기.</p></li></ul></li><li><p>인쇄하여, 문양이나 문자를 나타내다.</p><ul><li><p>스텐실 (stencil)이란, 그림이나 문자를 도려 낸 틀 위에 색을 칠하여, 그 그림이나 문자를 찍어 내는 (프린트하는) 기술입니다.</p></li></ul></li></ol>",V.15820,VV
ch)|f)6WVy,磨り出す,すりだす,suridasu,磨る,する,suru,出す,だす,dasu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>《まれ》研いだり磨いたりして、模様を出す。</p><ul><li><p>銘板に会社のロゴを磨り出す (Meiban ni kaisha no rogo o suridasu)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(Rare) To bring out a pattern by engraving or polishing.</p><ul><li><p>To inscribe the company logo on a plaque</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>갈거나 닦아서, 모양을 내다.</p><ul><li><p>명판에 회사 로고를 새겨냈다.</p></li></ul></li></ol>",V.15820,VV
"C~iY,>/:[%",擦り付ける,すりつける,suritsukeru,擦る,する,suru,付ける,つける,tsukeru,他,N1ガ|N2ヲ|N3ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>擦るようにくっつける。</p><ul><li><p>彼は汚れをちり紙に擦り付けた。 (Kare wa yogore o chirigami ni nasuritsuketa.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To attach by rubbing.</p><ul><li><p>He rubbed the grime onto tissue paper.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>문지르듯이 붙이다.</p><ul><li><p>그는 더러움을 휴지에 문질러 닦았다.</p></li></ul></li></ol>",V.06487,VV
dm&}h@^wVx,擦り潰す,すりつぶす,suritsubusu,擦る,する,suru,潰す,つぶす,tsubusu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>擦ってつぶす。</p><ul><li><p>彼はゴマを擦り潰した。 (Kare wa goma o suritsubushita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To rub and crush.</p><ul><li><p>He ground the sesame seeds.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>갈아서 으깨다.</p><ul><li><p>그 남자는 깨를 갈아 으깼다.</p></li></ul></li></ol>",V.05224,VV
CxJA{ygm(#,ずり出る,ずりでる,zurideru,ずる,ずる,zuru,出る,でる,deru,自,N1ガ|N2カラ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>ずるように少しずつ出てくる。</p><ul><li><p>歌舞伎役者が舞台袖からずり出てきた。 (Kabuki yakusha ga butai sode kara zuridete kita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To come out little by little as if by dragging.</p><ul><li><p>The Kabuki actors crept out from the wings of the stage.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>끌듯이 조금씩 나오다.</p><ul><li><p>가부키 배우가 무대 옆 공간에서 기어 나왔다.</p></li></ul></li></ol>",,VV
y{V!p#TBiz,擦り抜ける,すりぬける,surinukeru,擦る,する,suru,抜ける,ぬける,nukeru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>人混みや狭いところを、身体が擦れるぐらいにぎりぎりで通り抜ける。</p><ul><li><p>彼はわずかな隙間を擦り抜けた。 (Kare wa wazuka na sukima o surinuketa.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To pass through a crowd or narrow space just barely, nearly brushing up against others.</p><ul><li><p>He managed to squeeze through a tiny space.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>인파나 좁은 곳을, 몸이 스칠 정도로 겨우 빠져 나가다.</p><ul><li><p>그 남자는 작은 틈새를 빠져나갔다.</p></li></ul></li></ol>",V.03099,VV
"I0N$!g>Bw,",擦り減らす,すりへらす,suriherasu,擦る,する,suru,減らす,へらす,herasu,他,N1ガ|N2ヲ,"<ol style=""""><li><p>こすって減らす（小さくする）。</p><ul><li><p>彼は靴を擦り減らした。 (Kare wa kutsu o suriherashita.)</p></li></ul></li><li><p>酷使して働きを弱める。</p><ul><li><p>彼は神経を擦り減らして仕事をした。 (Kare wa shinkei o suriherashite shigoto o shita.)</p></li></ul></li></ol>","<ol style=""""><li><p>To rub and diminish (make smaller).</p><ul><li><p>He wore down the soles of his shoes.</p></li></ul></li><li><p>To overwork and weaken the functioning of.</p><ul><li><p>He worked with fraying nerves.</p></li></ul></li></ol>","<ol style=""""><li><p>문질러서 줄이다 (작게 하다).</p><ul><li><p>그 남자는 구두를 닳게 했다.</p></li></ul></li><li><p>혹사시켜서 기능을 약화시키다.</p><ul><li><p>그는 신경을 소모하며 일을 했다.</p></li></ul></li></ol>",V.06556,VV
CJn9mwH1|x,擦り減る,すりへる,suriheru,擦る,する,suru,減る,へる,heru,自,N1ガ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>こすれて減る（小さくなる）</p><ul><li><p>靴底が擦り減った。 (Kutsu soko ga surihetta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To be rubbed and diminish (become smaller).</p><ul><li><p>The soles of my shoes have worn down.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>문질러서 줄다 (작게 되다).</p><ul><li><p>구두 밑창이 닳았다.</p></li></ul></li></ol>",V.04731,VV
N0BJI`mf(!,擦りむく,すりむく,surimuku,擦る,する,suru,むく,むく,muku,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>物で擦って、（皮膚を）むいてしまう。</p><ul><li><p>少年は腕を擦りむいた。 (Shōnen wa ude o surimuita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To scrape against something and peel off (the skin).</p><ul><li><p>The boy skinned his arm.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>사물로 문질러, (피부를) 벗기고 말다.</p><ul><li><p>소년은 팔이 까졌다.</p></li></ul></li></ol>",V.08564,VV
J_fP8$%M+L,擦り寄る,すりよる,suriyoru,摺る,する,suru,寄る,よる,yoru,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>膝を擦って、近寄る。</p><ul><li><p>彼女は彼に擦り寄った。 (Kanojo wa kare ni suriyotta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To approach by rubbing one's knee against.</p><ul><li><p>She sidled up to him.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>무릎을 문질러 (무릎 걸음으로), 접근하다.</p><ul><li><p>그 여자는 그에게 무릎걸음으로 다가왔다.</p></li></ul></li></ol>",V.05346,VV
O;bcZaI?8J,ずれ込む,ずれこむ,zurekomu,ずれる,ずれる,zureru,込む,こむ,komu,自,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>時期がずれて、次の時期に入る。</p><ul><li><p>同窓会は秋にずれ込んだ。 (Dōsōkai wa aki ni zurekonda.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>For something to be shifted from one time period to the next.</p><ul><li><p>The class reunion was shifted to the autumn.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>시기가 어긋나 다음 시기로 들어가다.</p><ul><li><p>동창회는 가을로 미뤄졌다.</p></li></ul></li></ol>",V.07611,VV
g]#2]LC<zL,すれ違う,すれちがう,surechigau,すれる,すれる,sureru,違う,ちがう,chigau,自,(1)N1ガ|N2ト；(2)N1ガ|N2ト；(3)N1ガ|N2ト,"<ol style=""""><li><p>（互いと反対方向に進んでいる人や乗り物が）擦れ合うほど近くを通り過ぎる。</p><ul><li><p>彼は友達とすれ違った。 (Kare wa tomodachi to surechigatta.)</p></li></ul></li><li><p>時間や場所が違うために、（会うはずの人が）互いに会えない。</p><ul><li><p>二人はすれ違って会えなかった。 (futari wa surechigatte aenakatta.)</p></li></ul></li><li><p>（話の要点が）かみ合わない。</p><ul><li><p>意見がすれ違った。 (Iken ga surechigatta.)</p></li></ul></li></ol>","<ol style=""""><li><p>(For two people or vehicles moving in opposite directions) To pass so near to each other that they nearly touch.</p><ul><li><p>He brushed up against his friend.</p></li></ul></li><li><p>To be unable to meet up with someone one had planned to meet because the time or place is not right.</p><ul><li><p>The two just missed each other.</p></li></ul></li><li><p>(Of the main points of an argument) to not match up.</p><ul><li><p>We couldn't see eye to eye.</p></li></ul></li></ol>","<ol style=""""><li><p>(서로 반대 방향으로 나아가고 있는 사람이나 탈것이) 스칠 정도로 근처를 지나가다.</p><ul><li><p>그는 친구와 스쳐 지나갔다.</p></li></ul></li><li><p>시간이나 장소가 다르기 때문에 (만날 사람이) 서로 만날 수 없다.</p><ul><li><p>두 사람은 엇갈려 만나지 못했다.</p></li></ul></li><li><p>(이야기의 요점이) 맞지 않다.</p><ul><li><p>의견이 엇갈렸다.</p></li></ul></li></ol>",V.02027,Vs
